Customer_ID,subscription_type,start_date,years_active,no_of_other_postpaid_accounts,frequent_availed_top_up_amount_30days,postpaid_plan_30days,monthly_revenue,no_of_top_ups_30days,last_date_top_up,days_since_last_two_top_ups,cellsite,no_of_days_subscribed_to_Call_Text_30days,no_of_days_subscribed_to_GoSurf_30days,no_of_days_subscribed_to_GoWatch_30days,no_of_days_subscribed_to_OtherApps_30days,total_hours_internet_usage_30days,total_hours_OtherApps_usage_30days,no_of_failed_Call_Text_30days,no_of_failed_Surfing_30days,no_of_failed_143hotline_30days,no_of_call_records_Complaint_30days,mins_of_call_records_Complaint_30days,no_of_logged_GlobeOne_30days,Survey_Score
0917-5675647590,postpaid,9/22/2016,2.75,0,400,599,999,1,5/25/2019,14,CN-10,30,30,15,11,271,119,14,9,3,10,9,30,10
0917-3412737012,postpaid,11/30/2013,5.6,0,264,999,1263,1,5/22/2019,17,CN-8,30,30,16,11,263,246,29,25,26,5,3,13,7
0917-7276993660,prepaid,8/28/2012,6.87,0,300,0,300,2,4/27/2019,42,CN-4,26,18,24,11,274,212,17,27,6,8,12,16,0
0917-8054946083,prepaid,01/08/2014,5.49,0,500,0,507,2,05/07/2019,32,CN-18,11,30,18,21,71,223,6,5,7,10,16,21,7
0917-5154025360,prepaid,11/14/2016,2.6,0,300,0,500,2,04/03/2019,66,CN-20,26,20,24,30,283,115,1,1,25,3,20,27,7
0917-8302934760,postpaid,02/10/2010,9.46,4,200,599,799,1,5/25/2019,14,CN-18,30,30,5,17,54,82,25,22,21,5,16,5,9
0917-7113828111,prepaid,06/08/2013,6.09,0,500,0,500,2,05/01/2019,38,CN-12,26,28,20,10,146,243,23,9,19,9,26,23,9
0917-1617338783,prepaid,03/08/2015,4.31,0,100,0,500,5,04/11/2019,58,CN-16,25,12,27,14,163,132,5,23,2,7,14,13,0
0917-8824676239,prepaid,4/18/2011,8.26,0,100,0,400,3,5/17/2019,22,CN-19,20,25,29,7,2,250,26,10,23,6,16,30,0
0917-6992215601,prepaid,02/05/2009,10.49,0,15,0,66,1,4/16/2019,53,CN-10,6,3,1,0,79,111,8,13,15,2,24,1,0
0917-8556042477,postpaid,10/03/2018,0.69,1,208,799,1007,1,06/05/2019,3,CN-15,30,30,17,11,73,266,19,17,7,7,24,25,3
0917-8925422103,prepaid,02/03/2019,0.35,0,300,0,300,2,5/15/2019,24,CN-25,8,22,8,22,95,154,30,24,29,10,12,14,0
0917-1238955124,postpaid,7/18/2016,2.93,0,700,599,1299,1,5/18/2019,21,CN-21,30,30,17,18,238,219,22,11,17,5,3,18,0
0917-3612891011,postpaid,7/27/2015,3.92,0,212,1499,1711,1,06/03/2019,5,CN-22,30,30,5,29,33,212,13,29,23,8,10,25,0
0917-2515480020,prepaid,02/11/2017,2.35,0,100,0,500,5,5/13/2019,26,CN-6,29,24,29,4,116,45,13,4,2,5,10,23,7
0917-8444057656,prepaid,10/23/2017,1.65,0,100,0,400,5,5/21/2019,18,CN-12,22,16,27,16,116,9,15,29,14,5,16,17,3
0917-4069599254,postpaid,10/29/2014,4.67,0,84,799,883,1,5/24/2019,15,CN-7,30,30,30,9,249,299,18,3,13,8,1,3,0
0917-5462723274,prepaid,5/23/2013,6.13,0,100,0,400,2,05/11/2019,28,CN-2,25,22,15,17,20,51,24,21,19,7,2,29,0
0917-6481233052,prepaid,1/26/2019,0.37,0,15,0,109,3,5/20/2019,19,CN-14,7,3,5,0,126,257,5,26,18,5,8,17,8
0917-3616168446,prepaid,3/26/2011,8.32,0,50,0,174,1,5/23/2019,16,CN-25,7,6,3,0,185,189,7,23,26,6,8,23,5
0917-1644552324,postpaid,02/06/2016,3.38,2,26,999,1025,1,5/25/2019,14,CN-6,30,30,16,5,203,146,11,11,28,5,30,1,0
0917-9594486500,prepaid,10/05/2011,7.79,0,300,0,400,2,05/08/2019,31,CN-20,20,11,14,8,112,54,27,13,2,8,22,25,0
0917-9952317362,prepaid,12/11/2017,1.51,0,300,0,300,2,05/10/2019,29,CN-17,19,18,16,8,230,2,29,29,28,10,17,21,3
0917-5226284919,postpaid,7/17/2016,2.93,0,179,1299,1478,1,5/22/2019,17,CN-21,30,30,5,10,72,251,19,16,6,5,20,29,0
0917-6123986830,postpaid,5/29/2019,0.03,4,153,599,752,1,5/22/2019,17,CN-20,30,30,2,2,257,268,25,4,1,1,19,8,0
0917-6243211341,postpaid,3/26/2016,3.25,0,0,599,599,1,5/28/2019,11,CN-9,30,30,25,20,99,141,21,5,14,10,4,6,0
0917-9691938675,postpaid,6/20/2017,1.99,0,501,599,1100,1,5/25/2019,14,CN-7,30,30,28,1,143,292,21,27,2,6,23,6,0
0917-8901611006,postpaid,10/22/2014,4.69,0,200,799,999,1,5/18/2019,21,CN-1,30,30,11,11,279,18,7,24,16,8,2,20,0
0917-9296576531,prepaid,03/01/2016,3.32,0,20,0,198,2,05/05/2019,34,CN-8,5,1,7,0,149,240,11,11,28,5,19,10,0
0917-8283567497,prepaid,03/01/2015,4.33,0,100,0,300,4,4/13/2019,56,CN-13,23,7,26,0,19,179,21,20,21,10,14,12,9
0917-2317673154,prepaid,09/03/2009,9.9,0,300,0,400,2,4/24/2019,45,CN-4,29,25,8,26,140,38,4,27,29,9,12,25,0
0917-6933558999,prepaid,11/05/2009,9.73,0,100,0,300,4,5/18/2019,21,CN-13,25,9,27,30,231,65,19,8,8,2,28,21,9
0917-4572393903,postpaid,7/15/2009,10.04,2,101,599,700,1,5/13/2019,26,CN-9,30,30,16,20,212,36,4,20,18,1,20,14,0
0917-7503874703,prepaid,12/19/2011,7.58,0,50,0,61,1,06/02/2019,6,CN-18,4,2,0,0,116,253,23,30,26,1,27,14,9
0917-4176367221,postpaid,6/13/2016,3.03,2,174,1299,1473,1,06/03/2019,5,CN-18,30,30,14,20,138,138,1,29,23,10,19,27,0
0917-2919971704,prepaid,05/02/2011,8.22,0,100,0,400,2,04/01/2019,68,CN-1,16,19,17,29,142,110,12,8,15,2,5,26,7
0917-2999793966,postpaid,09/10/2012,6.84,0,19,999,1018,1,5/20/2019,19,CN-16,30,30,27,26,150,180,11,28,20,2,8,14,9
0917-8971557048,postpaid,8/23/2012,6.89,0,203,999,1202,1,5/25/2019,14,CN-18,30,30,21,14,10,45,18,28,14,9,2,4,7
0917-9499695851,postpaid,5/31/2016,3.06,1,207,799,1006,1,06/03/2019,5,CN-25,30,30,9,21,192,185,4,15,4,10,24,22,7
0917-3301665482,postpaid,6/14/2015,4.04,0,17,999,1016,1,5/28/2019,11,CN-21,30,30,18,11,12,280,22,14,15,5,13,14,9
0917-9644080736,prepaid,7/17/2017,1.92,0,300,0,300,2,04/10/2019,59,CN-3,11,13,14,28,85,62,8,5,7,1,13,2,7
0917-7711536242,prepaid,11/17/2012,6.65,0,50,0,59,1,4/28/2019,41,CN-12,5,0,3,0,57,32,9,22,21,4,2,20,0
0917-4094979927,prepaid,05/08/2017,2.11,0,100,0,400,3,5/18/2019,21,CN-16,29,9,17,25,205,223,27,12,28,10,17,1,0
0917-3896432992,prepaid,12/16/2010,8.6,0,50,0,167,2,04/09/2019,60,CN-7,3,2,4,0,73,261,21,16,14,8,23,17,8
0917-9552612956,prepaid,02/01/2015,4.41,0,50,0,172,3,5/14/2019,25,CN-25,0,7,4,0,238,21,23,14,20,3,9,12,10
0917-6493559003,postpaid,06/10/2017,2.02,0,200,599,799,1,5/22/2019,17,CN-19,30,30,14,26,63,92,3,9,15,10,2,17,10
0917-8775699375,postpaid,05/04/2014,5.17,4,700,1299,1999,1,06/03/2019,5,CN-17,30,30,2,11,108,53,28,15,5,5,13,27,0
0917-9352635059,prepaid,9/18/2011,7.83,0,300,0,500,2,5/22/2019,17,CN-6,26,17,29,13,75,244,1,2,7,10,12,19,0
0917-5464127203,prepaid,6/23/2011,8.07,0,15,0,197,4,04/04/2019,65,CN-1,1,2,0,0,190,159,23,4,29,9,9,3,9
0917-4413655508,postpaid,08/04/2017,1.87,2,265,1799,2064,1,5/18/2019,21,CN-6,30,30,21,1,163,300,7,23,28,10,18,21,0
0917-1276832812,prepaid,2/21/2013,6.38,0,100,0,100,2,05/11/2019,28,CN-24,7,2,3,0,40,39,12,25,30,9,19,25,7
0917-2529560697,postpaid,2/13/2011,8.44,0,127,1299,1426,1,06/04/2019,4,CN-8,30,30,28,12,165,12,7,30,21,5,13,7,0
0917-4286324973,postpaid,5/21/2015,4.11,0,216,999,1215,1,5/25/2019,14,CN-24,30,30,20,20,288,250,1,26,11,5,13,7,7
0917-1493598009,postpaid,03/04/2015,4.32,0,401,999,1400,1,5/25/2019,14,CN-25,30,30,5,8,87,65,28,7,22,3,18,28,9
0917-8563148314,postpaid,8/14/2015,3.87,5,164,1799,1963,1,5/16/2019,23,CN-22,30,30,19,8,280,230,24,20,27,8,1,8,0
0917-5762894662,prepaid,9/26/2018,0.71,0,100,0,500,4,04/05/2019,64,CN-17,27,8,10,23,76,138,7,18,22,5,24,13,5
0917-5572534552,postpaid,09/10/2018,0.75,1,0,599,599,1,06/03/2019,5,CN-4,30,30,4,8,69,65,4,1,11,3,17,7,0
0917-7275342441,prepaid,4/29/2019,0.11,0,100,0,400,3,4/20/2019,49,CN-19,7,7,15,0,284,280,23,21,16,5,3,4,0
0917-6372897992,prepaid,10/10/2010,8.79,0,100,0,500,6,5/18/2019,21,CN-8,22,10,9,9,140,198,12,4,12,1,17,12,0
0917-7373438387,postpaid,4/20/2012,7.24,0,200,599,799,1,5/29/2019,10,CN-22,30,30,11,11,275,63,24,11,14,3,1,12,0
0917-1844949231,prepaid,12/26/2011,7.56,0,100,0,300,2,4/23/2019,46,CN-10,19,8,14,6,2,258,11,10,21,4,18,6,0
0917-1269592465,prepaid,4/14/2017,2.18,0,50,0,116,1,05/03/2019,36,CN-25,4,2,4,0,26,63,5,13,9,7,4,19,0
0917-5037368094,prepaid,03/07/2019,0.26,0,15,0,92,3,05/09/2019,30,CN-21,5,3,2,0,128,275,11,14,12,8,20,23,0
0917-8693654072,prepaid,8/28/2015,3.83,0,100,0,400,3,06/02/2019,6,CN-24,17,9,7,0,246,66,5,11,25,9,18,4,0
0917-6767146675,postpaid,6/15/2011,8.1,1,18,599,617,1,5/25/2019,14,CN-7,30,30,7,5,268,245,4,12,1,1,11,6,0
0917-9403173189,postpaid,12/31/2011,7.54,0,87,599,686,1,5/22/2019,17,CN-21,30,30,20,12,86,268,1,23,3,1,19,12,9
0917-1197611990,prepaid,10/22/2017,1.65,0,300,0,500,2,06/01/2019,7,CN-19,22,29,30,5,254,256,28,14,16,6,29,18,0
0917-3674907724,postpaid,12/09/2013,5.57,0,0,599,599,1,5/15/2019,24,CN-19,30,30,1,4,63,150,22,21,13,3,11,18,0
0917-9653431438,prepaid,1/27/2010,9.5,0,100,0,500,6,05/10/2019,29,CN-19,30,15,28,24,63,2,14,10,4,2,6,22,0
0917-7934516301,prepaid,12/19/2013,5.55,0,100,0,300,2,05/05/2019,34,CN-14,10,21,18,26,211,187,6,26,3,10,23,23,0
0917-1554592870,prepaid,09/06/2009,9.89,0,500,0,783,2,06/02/2019,6,CN-4,15,8,10,30,251,75,1,29,26,10,28,14,0
0917-8497662486,postpaid,5/31/2017,2.05,0,0,799,799,1,5/25/2019,14,CN-14,30,30,6,28,290,224,18,8,5,2,18,3,7
0917-1073268841,prepaid,08/11/2017,1.85,0,100,0,1000,7,06/01/2019,7,CN-22,16,14,18,11,272,162,17,30,6,2,22,7,10
0917-8912312093,prepaid,10/24/2013,5.7,0,20,0,198,4,5/18/2019,21,CN-5,1,7,7,0,203,91,29,10,21,9,11,25,0
0917-9638185380,postpaid,09/10/2010,8.87,0,0,599,599,1,5/18/2019,21,CN-24,30,30,27,27,127,72,1,27,21,3,6,1,0
0917-7768394030,prepaid,1/14/2017,2.43,0,100,0,100,2,05/12/2019,27,CN-3,3,0,3,0,34,51,3,17,25,7,3,28,7
0917-1273752557,postpaid,12/10/2015,3.54,0,262,1499,1761,1,06/02/2019,6,CN-17,30,30,18,21,298,199,2,12,22,3,12,3,0
0917-4659709361,prepaid,2/18/2016,3.35,0,30,0,157,2,04/08/2019,61,CN-10,2,5,1,0,142,184,2,9,23,9,7,25,9
0917-6276041766,prepaid,8/30/2012,6.87,0,100,0,400,5,5/15/2019,24,CN-11,20,10,21,30,113,237,28,29,15,7,22,19,7
0917-8306770398,postpaid,2/16/2011,8.43,0,92,1499,1591,1,5/25/2019,14,CN-16,30,30,15,3,232,100,9,18,20,4,14,8,3
0917-8399656061,prepaid,05/01/2013,6.19,0,300,0,500,2,04/11/2019,58,CN-6,7,28,22,0,36,248,9,21,8,7,2,12,0
0917-3769367637,prepaid,11/22/2013,5.62,0,100,0,400,5,4/13/2019,56,CN-3,14,14,17,5,125,41,12,25,22,10,12,27,0
0917-1948029059,postpaid,5/14/2016,3.11,1,76,1299,1375,1,06/05/2019,3,CN-25,30,30,28,23,52,138,7,17,24,6,11,16,0
0917-2093055121,prepaid,3/24/2014,5.28,0,100,0,800,6,5/29/2019,10,CN-22,7,13,24,0,29,220,29,18,12,7,5,10,9
0917-1266163360,prepaid,10/30/2018,0.61,0,100,0,1000,8,06/03/2019,5,CN-15,20,29,9,17,10,291,27,14,19,9,9,17,0
0917-1832176350,postpaid,2/15/2013,6.4,2,0,599,599,1,5/20/2019,19,CN-18,30,30,23,10,44,57,24,27,10,4,26,24,9
0917-4593613792,prepaid,8/27/2010,8.91,0,50,0,51,1,5/30/2019,9,CN-9,5,2,1,0,177,33,8,9,7,4,14,6,10
0917-7294379853,prepaid,3/20/2018,1.24,0,100,0,400,3,05/04/2019,35,CN-1,23,12,12,24,144,4,4,7,10,7,10,4,0
0917-6101805082,postpaid,03/09/2011,8.37,0,0,599,599,1,5/25/2019,14,CN-19,30,30,10,16,116,86,12,18,9,5,12,30,0
0917-6704147307,prepaid,9/15/2009,9.87,0,100,0,300,2,5/26/2019,13,CN-17,28,23,18,19,100,264,14,20,5,3,11,5,0
0917-7225508480,prepaid,2/16/2009,10.45,0,100,0,100,2,05/10/2019,29,CN-21,2,2,2,0,82,228,7,29,9,5,25,20,3
0917-1965255974,postpaid,10/04/2009,9.82,0,0,999,999,1,5/25/2019,14,CN-21,30,30,21,11,118,212,16,22,9,9,2,4,9
0917-4622201478,postpaid,8/21/2014,4.87,0,0,599,599,1,5/26/2019,13,CN-23,30,30,20,13,281,64,19,29,8,6,30,27,0
0917-7918965551,prepaid,5/14/2012,7.17,0,100,0,900,4,5/26/2019,13,CN-23,18,25,8,4,276,50,27,9,13,8,7,1,0
0917-9378958741,prepaid,02/10/2014,5.4,0,100,0,100,2,04/02/2019,67,CN-16,6,3,3,0,87,237,4,29,28,7,8,16,0
0917-4721304819,postpaid,10/07/2014,4.74,0,0,999,999,1,05/11/2019,28,CN-5,30,30,16,9,267,46,29,8,3,3,9,13,0
0917-5773947571,prepaid,05/03/2015,4.16,0,100,0,500,6,5/18/2019,21,CN-8,23,28,26,24,32,126,18,29,22,3,21,16,0
0917-3195081922,postpaid,2/19/2010,9.43,0,601,799,1400,1,06/01/2019,7,CN-7,30,30,30,17,296,283,7,16,28,6,14,10,8
0917-3269938273,postpaid,2/26/2017,2.31,1,301,599,900,1,5/22/2019,17,CN-2,30,30,26,18,55,203,9,10,18,9,26,3,3
0917-7233872007,postpaid,3/30/2019,0.19,2,115,999,1114,1,5/25/2019,14,CN-6,30,30,14,17,253,172,9,30,17,3,4,23,0
0917-8869723674,prepaid,8/15/2012,6.91,0,50,0,98,1,05/02/2019,37,CN-10,1,2,1,0,26,91,20,16,16,5,26,17,0
0917-3439030681,prepaid,06/08/2009,10.14,0,500,0,531,2,05/08/2019,31,CN-18,20,19,15,30,270,250,11,15,5,1,20,29,0
0917-1139364062,prepaid,5/13/2017,2.1,0,50,0,131,1,05/04/2019,35,CN-1,2,3,7,0,4,237,4,22,7,7,12,29,0
0917-1213148781,prepaid,02/06/2017,2.37,0,50,0,80,1,4/23/2019,46,CN-19,6,2,0,0,32,219,28,10,4,1,17,26,9
0917-5701717387,prepaid,11/11/2014,4.64,0,50,0,170,2,5/18/2019,21,CN-10,3,6,5,0,12,146,17,7,20,7,17,4,0
0917-2071713083,prepaid,12/22/2017,1.48,0,50,0,171,2,4/23/2019,46,CN-10,4,0,4,0,168,130,8,22,29,6,13,5,0
0917-5931000042,prepaid,12/24/2013,5.53,0,100,0,400,4,04/03/2019,66,CN-2,21,12,17,9,283,168,18,25,14,7,24,29,0
0917-1606698785,prepaid,4/26/2012,7.22,0,100,0,500,4,5/19/2019,20,CN-20,22,28,14,27,282,289,24,25,28,9,7,17,7
0917-5816052797,prepaid,12/09/2013,5.57,0,50,0,164,2,5/30/2019,9,CN-15,5,7,3,0,162,210,7,27,1,8,16,13,0
0917-9403766237,prepaid,08/10/2018,0.84,0,100,0,500,4,4/16/2019,53,CN-21,19,21,20,24,154,230,14,9,1,4,25,14,10
0917-1747856000,prepaid,3/29/2009,10.34,0,500,0,500,2,4/24/2019,45,CN-8,18,15,23,25,106,182,13,23,7,1,30,2,0
0917-3106891336,prepaid,5/21/2014,5.12,0,100,0,200,3,4/19/2019,50,CN-24,0,3,2,0,92,9,22,9,13,7,15,29,0
0917-3733580582,postpaid,10/03/2011,7.79,2,165,999,1164,1,5/18/2019,21,CN-25,30,30,19,12,227,279,14,13,29,10,12,2,0
0917-7223963860,prepaid,7/17/2017,1.92,0,500,0,508,2,05/07/2019,32,CN-13,11,11,13,20,225,157,20,17,5,8,17,13,0
0917-9406070307,postpaid,10/22/2010,8.75,0,200,1299,1499,1,06/03/2019,5,CN-4,30,30,29,5,276,60,2,6,10,8,28,9,0
0917-3048936880,prepaid,12/16/2011,7.59,0,15,0,186,5,04/01/2019,68,CN-7,7,7,2,0,89,99,17,15,1,5,20,8,0
0917-8894496866,prepaid,08/08/2009,9.97,0,100,0,400,5,05/08/2019,31,CN-6,26,10,16,23,1,258,15,18,11,8,2,28,0
0917-2951078405,prepaid,01/02/2019,0.44,0,300,0,500,2,4/15/2019,54,CN-20,21,27,19,11,135,70,20,15,14,10,18,2,0
0917-9183536408,postpaid,01/11/2013,6.5,0,87,599,686,1,5/25/2019,14,CN-23,30,30,26,12,6,289,16,19,19,2,8,16,9
0917-6297171964,prepaid,12/20/2010,8.59,0,300,0,300,2,5/29/2019,10,CN-2,27,18,25,24,74,235,29,27,7,1,4,23,0
0917-6514047293,postpaid,3/17/2019,0.23,5,180,999,1179,1,06/03/2019,5,CN-23,30,30,13,2,179,104,9,6,8,8,19,18,0
0917-5629310211,prepaid,6/25/2010,9.08,0,50,0,98,1,05/06/2019,33,CN-5,2,1,3,0,121,92,15,27,15,1,30,22,0
0917-6706357575,prepaid,8/22/2012,6.89,0,20,0,97,3,06/04/2019,4,CN-13,7,3,1,0,69,80,16,25,15,2,30,16,0
0917-6468897034,postpaid,05/01/2011,8.22,0,0,799,799,1,06/04/2019,4,CN-23,30,30,30,12,227,145,13,7,6,8,2,3,7
0917-4863222131,prepaid,2/28/2018,1.29,0,500,0,574,2,4/18/2019,51,CN-6,28,20,30,19,236,109,15,27,21,2,12,16,0
0917-1457168632,prepaid,06/05/2010,9.14,0,100,0,300,4,06/02/2019,6,CN-3,7,22,16,0,16,100,14,24,13,2,12,21,0
0917-4684985968,prepaid,9/26/2016,2.74,0,100,0,500,5,06/02/2019,6,CN-4,16,18,7,0,11,254,7,30,9,5,27,18,5
0917-2929774815,prepaid,10/26/2015,3.67,0,100,0,500,5,4/29/2019,40,CN-5,9,25,22,30,117,105,2,4,22,8,14,24,0
0917-2035141881,prepaid,05/08/2015,4.14,0,50,0,174,1,5/20/2019,19,CN-25,4,1,4,0,201,67,13,7,30,7,10,15,0
0917-2488954361,prepaid,5/14/2010,9.2,0,100,0,400,5,5/30/2019,9,CN-8,25,15,29,17,154,82,2,29,5,10,27,19,8
0917-7909918985,prepaid,4/21/2009,10.28,0,100,0,400,3,06/03/2019,5,CN-3,28,28,14,21,180,123,18,1,13,8,24,18,7
0917-5223022309,prepaid,7/26/2010,9,0,100,0,500,3,5/14/2019,25,CN-6,23,27,30,21,105,167,13,26,15,5,4,18,8
0917-7073136414,prepaid,2/20/2010,9.43,0,20,0,176,3,06/04/2019,4,CN-8,7,4,0,0,48,17,22,28,22,8,16,18,0
0917-6366178165,prepaid,1/25/2012,7.47,0,50,0,83,1,4/18/2019,51,CN-3,2,3,2,0,71,25,9,9,24,9,10,14,0
0917-9993036348,prepaid,8/16/2018,0.82,0,500,0,500,2,5/15/2019,24,CN-1,20,16,29,28,144,67,30,12,16,8,5,5,8
0917-1792959428,prepaid,12/01/2012,6.61,0,300,0,389,2,4/22/2019,47,CN-14,7,10,29,0,230,134,24,15,2,3,1,5,0
0917-5717444317,prepaid,7/26/2011,7.98,0,300,0,400,2,4/23/2019,46,CN-22,19,20,10,10,293,258,8,27,25,2,1,23,0
0917-1475539461,prepaid,7/21/2013,5.97,0,300,0,500,2,5/30/2019,9,CN-16,27,18,14,29,159,43,25,18,11,10,7,2,0
0917-9708606028,prepaid,11/28/2010,8.65,0,100,0,700,8,05/12/2019,27,CN-18,13,8,16,25,77,122,7,28,18,3,17,25,0
0917-2686259231,prepaid,03/04/2015,4.32,0,50,0,144,2,5/21/2019,18,CN-25,3,0,1,0,214,117,23,25,30,7,17,6,0
0917-7939605344,postpaid,3/23/2012,7.31,0,175,1799,1974,1,06/03/2019,5,CN-8,30,30,14,3,130,270,21,10,19,10,5,9,9
0917-8007469486,prepaid,04/12/2017,2.19,0,100,0,300,4,5/21/2019,18,CN-16,29,10,13,16,115,193,8,10,26,5,9,9,0
0917-9422398418,prepaid,09/07/2018,0.76,0,100,0,400,4,4/20/2019,49,CN-24,29,28,26,24,245,226,9,5,15,5,13,25,0
0917-7384488026,prepaid,12/19/2009,9.6,0,100,0,300,2,4/24/2019,45,CN-3,9,13,30,16,167,1,15,25,20,8,13,12,10
0917-4524336407,prepaid,05/11/2018,1.09,0,300,0,400,2,5/30/2019,9,CN-15,27,26,22,23,105,171,21,6,15,9,7,15,0
0917-8928256330,prepaid,12/07/2014,4.57,0,100,0,500,6,05/08/2019,31,CN-19,12,11,24,26,166,167,6,22,29,8,30,29,0
0917-6312357580,prepaid,10/15/2010,8.77,0,30,0,106,3,5/27/2019,12,CN-14,4,3,0,0,162,231,15,20,25,8,8,9,0
0917-9918836804,postpaid,12/05/2017,1.53,0,152,1499,1651,1,5/18/2019,21,CN-17,30,30,25,23,223,262,7,29,8,1,9,15,3
0917-7065446372,prepaid,5/14/2014,5.14,0,100,0,400,4,5/15/2019,24,CN-4,12,25,12,20,231,272,4,1,19,4,17,2,3
0917-9516983247,postpaid,01/05/2010,9.56,0,200,599,799,1,5/20/2019,19,CN-20,30,30,25,16,84,8,8,11,27,1,22,9,5
0917-2166216109,postpaid,9/28/2015,3.75,0,200,599,799,1,06/03/2019,5,CN-4,30,30,25,19,188,37,23,23,11,9,22,17,0
0917-8104063534,postpaid,01/06/2019,0.42,1,182,1299,1481,1,5/22/2019,17,CN-10,30,30,13,14,300,187,9,24,7,2,9,15,0
0917-5805742781,postpaid,07/05/2013,6.01,0,101,999,1100,1,5/25/2019,14,CN-11,30,30,12,4,121,168,20,2,25,2,2,5,0
0917-4869656950,prepaid,12/06/2015,3.55,0,50,0,183,2,05/11/2019,28,CN-5,4,6,1,0,29,294,10,19,4,6,6,16,0
0917-7829807704,postpaid,12/16/2018,0.48,2,272,1299,1571,1,5/18/2019,21,CN-16,30,30,14,5,208,20,25,2,10,3,1,12,0
0917-6989254235,postpaid,5/31/2011,8.14,0,400,599,999,1,06/05/2019,3,CN-7,30,30,2,29,132,105,5,19,4,4,27,20,0
0917-9747149158,postpaid,03/03/2011,8.39,4,501,599,1100,1,5/18/2019,21,CN-20,30,30,18,28,279,198,21,14,19,7,17,6,0
0917-7514304383,prepaid,5/28/2011,8.15,0,100,0,100,2,4/22/2019,47,CN-2,1,0,2,0,8,271,14,11,2,8,11,12,8
0917-9054595497,prepaid,12/24/2010,8.58,0,500,0,590,2,5/21/2019,18,CN-7,26,22,26,27,199,254,11,6,12,6,21,10,8
0917-8173148690,prepaid,08/06/2018,0.85,0,500,0,783,2,04/05/2019,64,CN-12,19,12,30,22,182,227,29,20,19,1,12,1,0
0917-4892744029,prepaid,11/21/2017,1.57,0,100,0,400,4,4/30/2019,39,CN-3,13,26,19,4,205,49,26,6,9,3,21,13,9
0917-8556559620,postpaid,11/22/2016,2.58,0,162,1299,1461,1,5/16/2019,23,CN-16,30,30,4,17,241,193,2,9,23,5,17,10,0
0917-5362043096,postpaid,3/17/2012,7.33,0,0,599,599,1,06/03/2019,5,CN-6,30,30,18,18,213,260,27,24,15,8,19,1,7
0917-9425063955,prepaid,01/01/2012,7.54,0,100,0,500,2,4/18/2019,51,CN-1,23,15,13,20,291,279,4,24,1,8,27,15,0
0917-8298665295,prepaid,11/13/2018,0.57,0,50,0,195,1,5/20/2019,19,CN-14,0,7,1,0,273,171,7,19,13,9,9,30,8
0917-8281377502,prepaid,1/22/2014,5.45,0,50,0,180,3,4/15/2019,54,CN-4,4,5,2,0,2,122,25,6,12,7,30,16,0
0917-3967029656,prepaid,09/04/2015,3.81,0,15,0,151,10,05/05/2019,34,CN-16,2,5,0,0,86,147,23,8,28,7,14,27,0
0917-2413664928,postpaid,05/02/2018,1.12,0,217,1799,2016,1,06/04/2019,4,CN-16,30,30,7,22,136,179,25,23,14,2,25,29,9
0917-8673609179,prepaid,12/06/2009,9.64,0,100,0,100,2,05/02/2019,37,CN-12,2,0,0,0,227,19,5,29,13,8,23,1,9
0917-4315415285,prepaid,3/26/2012,7.3,0,100,0,100,2,5/28/2019,11,CN-14,3,2,0,0,237,186,29,7,20,4,1,26,0
0917-9393044742,postpaid,8/23/2018,0.8,0,101,599,700,1,5/25/2019,14,CN-9,30,30,8,10,39,199,13,3,22,4,23,28,0
0917-7072543570,postpaid,4/30/2014,5.18,0,109,599,708,1,06/05/2019,3,CN-13,30,30,7,21,159,2,30,13,19,1,13,8,0
0917-2149720737,prepaid,03/05/2018,1.28,0,100,0,400,2,06/05/2019,3,CN-20,21,23,27,15,281,162,9,12,26,1,11,5,0
0917-3262936278,postpaid,12/25/2015,3.5,1,265,1299,1564,1,06/03/2019,5,CN-11,30,30,29,25,62,137,1,18,22,1,3,15,0
0917-3249191216,prepaid,2/18/2016,3.35,0,300,0,300,2,05/07/2019,32,CN-22,26,19,21,30,201,8,12,9,1,9,21,29,3
0917-6136485042,postpaid,05/07/2011,8.2,0,101,999,1100,1,5/22/2019,17,CN-3,30,30,21,28,176,282,19,7,6,10,2,27,0
0917-2772649363,postpaid,3/13/2012,7.34,0,501,599,1100,1,5/22/2019,17,CN-14,30,30,19,21,232,288,23,12,7,1,18,21,9
0917-8589621473,prepaid,8/24/2018,0.8,0,100,0,400,5,5/14/2019,25,CN-5,22,26,12,30,159,110,10,11,6,5,14,10,0
0917-2732684801,prepaid,8/29/2013,5.86,0,100,0,400,2,04/04/2019,65,CN-5,28,7,17,0,233,207,19,10,6,7,9,1,10
0917-6882478753,prepaid,12/03/2016,2.55,0,300,0,400,2,5/28/2019,11,CN-11,27,14,23,7,224,228,30,26,15,10,27,13,0
0917-7464961282,postpaid,7/26/2018,0.88,0,179,799,978,1,5/18/2019,21,CN-5,30,30,5,20,146,271,26,3,15,7,22,10,0
0917-9644947963,postpaid,01/07/2011,8.54,0,35,999,1034,1,5/22/2019,17,CN-24,30,30,19,8,298,127,24,21,2,7,10,11,0
0917-1004813630,postpaid,07/10/2016,2.95,2,101,599,700,1,5/25/2019,14,CN-4,30,30,23,1,287,24,19,21,2,6,26,3,0
